Counting,SA1 (UR),LANP - 4 Digit Level,Count
"Persons, Place of Usual Residence",2122940,Polish,4
"Persons, Place of Usual Residence",2122940,Persian (excluding Dari),6
"Persons, Place of Usual Residence",2122940,Arabic,15
"Persons, Place of Usual Residence",2122940,Chaldean Neo-Aramaic,3
"Persons, Place of Usual Residence",2122940,Turkish,3
"Persons, Place of Usual Residence",2122940,Punjabi,9
"Persons, Place of Usual Residence",2122940,Urdu,8
"Persons, Place of Usual Residence",2122940,Vietnamese,31
"Persons, Place of Usual Residence",2122940,Cantonese,16
"Persons, Place of Usual Residence",2122940,Mandarin,7
"Persons, Place of Usual Residence",2122940,Not stated,29
"Persons, Place of Usual Residence",2122941,English,124
"Persons, Place of Usual Residence",2122941,French,4
"Persons, Place of Usual Residence",2122941,Greek,8
"Persons, Place of Usual Residence",2122941,Portuguese,5
"Persons, Place of Usual Residence",2122941,Italian,37
"Persons, Place of Usual Residence",2122941,Maltese,3
"Persons, Place of Usual Residence",2122941,Bosnian,5
"Persons, Place of Usual Residence",2122941,Croatian,8
"Persons, Place of Usual Residence",2122941,Persian (excluding Dari),22
"Persons, Place of Usual Residence",2122941,Arabic,7
"Persons, Place of Usual Residence",2122941,"Southern Asian Languages, nfd",5
"Persons, Place of Usual Residence",2122941,Telugu,6
"Persons, Place of Usual Residence",2122941,Hindi,6
"Persons, Place of Usual Residence",2122941,Punjabi,5
"Persons, Place of Usual Residence",2122941,Khmer,4
"Persons, Place of Usual Residence",2122941,Vietnamese,23
"Persons, Place of Usual Residence",2122941,Lao,4
"Persons, Place of Usual Residence",2122941,Thai,3
"Persons, Place of Usual Residence",2122941,Tagalog,3
"Persons, Place of Usual Residence",2122941,Filipino,3
"Persons, Place of Usual Residence",2122941,Cantonese,19
"Persons, Place of Usual Residence",2122941,Mandarin,19
"Persons, Place of Usual Residence",2122941,Korean,3
"Persons, Place of Usual Residence",2122941,Amharic,4
"Persons, Place of Usual Residence",2122941,Tigrinya,4
"Persons, Place of Usual Residence",2122941,Not stated,12
"Persons, Place of Usual Residence",2122942,English,72
"Persons, Place of Usual Residence",2122942,Greek,17
"Persons, Place of Usual Residence",2122942,Spanish,3
"Persons, Place of Usual Residence",2122942,Italian,55
"Persons, Place of Usual Residence",2122942,Croatian,16
"Persons, Place of Usual Residence",2122942,Macedonian,3
"Persons, Place of Usual Residence",2122942,Polish,4
"Persons, Place of Usual Residence",2122942,Arabic,5
"Persons, Place of Usual Residence",2122942,Sinhalese,4
"Persons, Place of Usual Residence",2122942,Vietnamese,9
"Persons, Place of Usual Residence",2122942,Cantonese,6
"Persons, Place of Usual Residence",2122942,Mandarin,18
"Persons, Place of Usual Residence",2122942,Korean,6
"Persons, Place of Usual Residence",2122942,Not stated,7
"Persons, Place of Usual Residence",2122943,English,841
"Persons, Place of Usual Residence",2122943,German,5
"Persons, Place of Usual Residence",2122943,French,4
"Persons, Place of Usual Residence",2122943,Greek,27
"Persons, Place of Usual Residence",2122943,Spanish,16
"Persons, Place of Usual Residence",2122943,Italian,58
"Persons, Place of Usual Residence",2122943,Maltese,11
"Persons, Place of Usual Residence",2122943,Hungarian,5
"Persons, Place of Usual Residence",2122943,Russian,4
"Persons, Place of Usual Residence",2122943,Bosnian,10
"Persons, Place of Usual Residence",2122943,Croatian,20
"Persons, Place of Usual Residence",2122943,Macedonian,14
"Persons, Place of Usual Residence",2122943,Serbian,9
"Persons, Place of Usual Residence",2122943,Slovene,3
"Persons, Place of Usual Residence",2122943,Polish,7
"Persons, Place of Usual Residence",2122943,Albanian,6
"Persons, Place of Usual Residence",2122943,Arabic,43
"Persons, Place of Usual Residence",2122943,Assyrian Neo-Aramaic,9
"Persons, Place of Usual Residence",2122943,Turkish,3
"Persons, Place of Usual Residence",2122943,Kannada,4
"Persons, Place of Usual Residence",2122943,Malayalam,3
"Persons, Place of Usual Residence",2122943,Tamil,12
"Persons, Place of Usual Residence",2122943,Telugu,4
"Persons, Place of Usual Residence",2122943,Gujarati,5
"Persons, Place of Usual Residence",2122943,Hindi,3
"Persons, Place of Usual Residence",2122943,Punjabi,4
"Persons, Place of Usual Residence",2122943,Sinhalese,5
"Persons, Place of Usual Residence",2122943,Urdu,6
"Persons, Place of Usual Residence",2122943,Vietnamese,36
"Persons, Place of Usual Residence",2122943,Thai,3
"Persons, Place of Usual Residence",2122943,Indonesian,6
"Persons, Place of Usual Residence",2122943,Filipino,8
"Persons, Place of Usual Residence",2122943,Cantonese,37
"Persons, Place of Usual Residence",2122943,Mandarin,36
"Persons, Place of Usual Residence",2122943,"Non-verbal, so described",4
"Persons, Place of Usual Residence",2122943,Not stated,49
"Persons, Place of Usual Residence",2122944,English,248
"Persons, Place of Usual Residence",2122944,Greek,8
"Persons, Place of Usual Residence",2122944,Spanish,4
"Persons, Place of Usual Residence",2122944,Italian,20
"Persons, Place of Usual Residence",2122944,Maltese,7
"Persons, Place of Usual Residence",2122944,Bosnian,3
"Persons, Place of Usual Residence",2122944,Croatian,7
"Persons, Place of Usual Residence",2122944,Macedonian,6
"Persons, Place of Usual Residence",2122944,Arabic,5
"Persons, Place of Usual Residence",2122944,Turkish,4
"Persons, Place of Usual Residence",2122944,Vietnamese,7
"Persons, Place of Usual Residence",2122944,Mandarin,3
"Persons, Place of Usual Residence",2122944,Japanese,8
"Persons, Place of Usual Residence",2122944,Not stated,4
"Persons, Place of Usual Residence",2122945,English,267
"Persons, Place of Usual Residence",2122945,Afrikaans,3
"Persons, Place of Usual Residence",2122945,Greek,22
"Persons, Place of Usual Residence",2122945,Portuguese,4
"Persons, Place of Usual Residence",2122945,Spanish,4
"Persons, Place of Usual Residence",2122945,Italian,31
"Persons, Place of Usual Residence",2122945,Croatian,7
"Persons, Place of Usual Residence",2122945,Arabic,6
"Persons, Place of Usual Residence",2122945,Punjabi,3
"Persons, Place of Usual Residence",2122945,Vietnamese,11
"Persons, Place of Usual Residence",2122945,Thai,9
"Persons, Place of Usual Residence",2122945,Tagalog,4
"Persons, Place of Usual Residence",2122945,Cantonese,16
"Persons, Place of Usual Residence",2122945,Dinka,5
"Persons, Place of Usual Residence",2122945,Not stated,27
"Persons, Place of Usual Residence",2122946,English,318
"Persons, Place of Usual Residence",2122946,French,5
"Persons, Place of Usual Residence",2122946,Greek,21
"Persons, Place of Usual Residence",2122946,Italian,7
"Persons, Place of Usual Residence",2122946,Maltese,3
"Persons, Place of Usual Residence",2122946,Bulgarian,3
"Persons, Place of Usual Residence",2122946,Serbian,3
"Persons, Place of Usual Residence",2122946,Arabic,3
"Persons, Place of Usual Residence",2122946,Malayalam,3
"Persons, Place of Usual Residence",2122946,Malay,4
"Persons, Place of Usual Residence",2122946,Mandarin,9
"Persons, Place of Usual Residence",2122946,Not stated,22
"Persons, Place of Usual Residence",2122947,English,331
"Persons, Place of Usual Residence",2122947,German,4
"Persons, Place of Usual Residence",2122947,Greek,24
"Persons, Place of Usual Residence",2122947,Spanish,9
"Persons, Place of Usual Residence",2122947,Italian,26
"Persons, Place of Usual Residence",2122947,Polish,5
"Persons, Place of Usual Residence",2122947,Albanian,6
"Persons, Place of Usual Residence",2122947,Assyrian Neo-Aramaic,6
"Persons, Place of Usual Residence",2122947,Vietnamese,4
"Persons, Place of Usual Residence",2122947,Cantonese,7
"Persons, Place of Usual Residence",2122947,Japanese,3
"Persons, Place of Usual Residence",2122947,Not stated,19
"Persons, Place of Usual Residence",2122948,English,206
"Persons, Place of Usual Residence",2122948,Greek,3
"Persons, Place of Usual Residence",2122948,Italian,21
"Persons, Place of Usual Residence",2122948,Arabic,4
"Persons, Place of Usual Residence",2122948,Punjabi,4
"Persons, Place of Usual Residence",2122948,Vietnamese,5
"Persons, Place of Usual Residence",2122948,Cantonese,4
"Persons, Place of Usual Residence",2122948,Not stated,15
"Persons, Place of Usual Residence",2122949,English,202
"Persons, Place of Usual Residence",2122949,French,4
"Persons, Place of Usual Residence",2122949,Greek,12
"Persons, Place of Usual Residence",2122949,Italian,44
"Persons, Place of Usual Residence",2122949,Maltese,6
"Persons, Place of Usual Residence",2122949,Ukrainian,5
"Persons, Place of Usual Residence",2122949,Croatian,6
"Persons, Place of Usual Residence",2122949,Macedonian,5
"Persons, Place of Usual Residence",2122949,Serbian,4
"Persons, Place of Usual Residence",2122949,Slovene,4
"Persons, Place of Usual Residence",2122949,Arabic,12
"Persons, Place of Usual Residence",2122949,Tamil,6
"Persons, Place of Usual Residence",2122949,Bengali,6
"Persons, Place of Usual Residence",2122949,Punjabi,5
"Persons, Place of Usual Residence",2122949,Vietnamese,18
"Persons, Place of Usual Residence",2122949,Indonesian,3
"Persons, Place of Usual Residence",2122949,Tagalog,4
"Persons, Place of Usual Residence",2122949,Filipino,3
"Persons, Place of Usual Residence",2122949,Cantonese,6
"Persons, Place of Usual Residence",2122949,Mandarin,8
"Persons, Place of Usual Residence",2122949,Not stated,25
"Persons, Place of Usual Residence",2122950,English,220
"Persons, Place of Usual Residence",2122950,Greek,37
"Persons, Place of Usual Residence",2122950,Spanish,10
"Persons, Place of Usual Residence",2122950,Italian,50
"Persons, Place of Usual Residence",2122950,Maltese,6
"Persons, Place of Usual Residence",2122950,Croatian,6
"Persons, Place of Usual Residence",2122950,Macedonian,7
"Persons, Place of Usual Residence",2122950,Polish,3
"Persons, Place of Usual Residence",2122950,Arabic,11
"Persons, Place of Usual Residence",2122950,Gujarati,6
"Persons, Place of Usual Residence",2122950,Vietnamese,11
"Persons, Place of Usual Residence",2122950,Cantonese,12
"Persons, Place of Usual Residence",2122950,Not stated,12
"Persons, Place of Usual Residence",2122951,English,212
"Persons, Place of Usual Residence",2122951,Greek,24
"Persons, Place of Usual Residence",2122951,Italian,68
"Persons, Place of Usual Residence",2122951,Maltese,8
"Persons, Place of Usual Residence",2122951,Croatian,4
"Persons, Place of Usual Residence",2122951,Macedonian,14
"Persons, Place of Usual Residence",2122951,Slovene,3
"Persons, Place of Usual Residence",2122951,Polish,9
"Persons, Place of Usual Residence",2122951,Arabic,12
"Persons, Place of Usual Residence",2122951,Turkish,8
"Persons, Place of Usual Residence",2122951,Tamil,4
"Persons, Place of Usual Residence",2122951,Gujarati,3
"Persons, Place of Usual Residence",2122951,Vietnamese,26
"Persons, Place of Usual Residence",2122951,Cantonese,6
"Persons, Place of Usual Residence",2122951,Mandarin,12
"Persons, Place of Usual Residence",2122951,Not stated,18
"Persons, Place of Usual Residence",2122952,English,201
"Persons, Place of Usual Residence",2122952,Greek,35
"Persons, Place of Usual Residence",2122952,Portuguese,4
"Persons, Place of Usual Residence",2122952,Spanish,8
"Persons, Place of Usual Residence",2122952,Italian,72
"Persons, Place of Usual Residence",2122952,Maltese,18
"Persons, Place of Usual Residence",2122952,Croatian,17
"Persons, Place of Usual Residence",2122952,Macedonian,22
"Persons, Place of Usual Residence",2122952,Serbian,8
"Persons, Place of Usual Residence",2122952,Polish,3
"Persons, Place of Usual Residence",2122952,Persian (excluding Dari),3
"Persons, Place of Usual Residence",2122952,Arabic,8
"Persons, Place of Usual Residence",2122952,Assyrian Neo-Aramaic,4
"Persons, Place of Usual Residence",2122952,Turkish,9
"Persons, Place of Usual Residence",2122952,Vietnamese,18
"Persons, Place of Usual Residence",2122952,Indonesian,4
"Persons, Place of Usual Residence",2122952,Cantonese,8
"Persons, Place of Usual Residence",2122952,Mandarin,6
"Persons, Place of Usual Residence",2122952,Japanese,3
"Persons, Place of Usual Residence",2122952,Not stated,106
"Persons, Place of Usual Residence",2122953,English,174
"Persons, Place of Usual Residence",2122953,Greek,16
"Persons, Place of Usual Residence",2122953,Italian,66
"Persons, Place of Usual Residence",2122953,Maltese,11
"Persons, Place of Usual Residence",2122953,Macedonian,5
"Persons, Place of Usual Residence",2122953,Slovene,3
"Persons, Place of Usual Residence",2122953,Arabic,18
"Persons, Place of Usual Residence",2122953,Malayalam,3
"Persons, Place of Usual Residence",2122953,Bengali,4
"Persons, Place of Usual Residence",2122953,Punjabi,6
"Persons, Place of Usual Residence",2122953,Vietnamese,21
"Persons, Place of Usual Residence",2122953,Cantonese,9
"Persons, Place of Usual Residence",2122953,Mandarin,14
"Persons, Place of Usual Residence",2122953,Tongan,5
"Persons, Place of Usual Residence",2122953,Not stated,24
"Persons, Place of Usual Residence",2122954,English,331
"Persons, Place of Usual Residence",2122954,German,4
"Persons, Place of Usual Residence",2122954,Greek,46
"Persons, Place of Usual Residence",2122954,Italian,45
"Persons, Place of Usual Residence",2122954,Maltese,13
"Persons, Place of Usual Residence",2122954,Croatian,5
"Persons, Place of Usual Residence",2122954,Macedonian,3
"Persons, Place of Usual Residence",2122954,Serbian,4
"Persons, Place of Usual Residence",2122954,Arabic,10
"Persons, Place of Usual Residence",2122954,Turkish,3
"Persons, Place of Usual Residence",2122954,Kannada,3
"Persons, Place of Usual Residence",2122954,Tamil,4
"Persons, Place of Usual Residence",2122954,Telugu,4
"Persons, Place of Usual Residence",2122954,Sinhalese,4
"Persons, Place of Usual Residence",2122954,Urdu,5
"Persons, Place of Usual Residence",2122954,Vietnamese,10
"Persons, Place of Usual Residence",2122954,Filipino,9
"Persons, Place of Usual Residence",2122954,Mandarin,8
"Persons, Place of Usual Residence",2122954,Not stated,30
"Persons, Place of Usual Residence",2122955,English,250
"Persons, Place of Usual Residence",2122955,Greek,6
"Persons, Place of Usual Residence",2122955,Italian,15
"Persons, Place of Usual Residence",2122955,Macedonian,3
"Persons, Place of Usual Residence",2122955,Arabic,10
"Persons, Place of Usual Residence",2122955,Konkani,4
"Persons, Place of Usual Residence",2122955,Mandarin,4
"Persons, Place of Usual Residence",2122955,Min Nan,4
"Persons, Place of Usual Residence",2122955,Amharic,3
"Persons, Place of Usual Residence",2122955,Not stated,10
"Persons, Place of Usual Residence",2122957,English,103
"Persons, Place of Usual Residence",2122957,Greek,26
"Persons, Place of Usual Residence",2122957,Portuguese,3
"Persons, Place of Usual Residence",2122957,Spanish,3
"Persons, Place of Usual Residence",2122957,Italian,55
"Persons, Place of Usual Residence",2122957,Maltese,10
"Persons, Place of Usual Residence",2122957,Croatian,8
"Persons, Place of Usual Residence",2122957,Albanian,5
"Persons, Place of Usual Residence",2122957,Telugu,4
"Persons, Place of Usual Residence",2122957,Vietnamese,8
"Persons, Place of Usual Residence",2122957,Not stated,13
"Persons, Place of Usual Residence",2122958,English,114
"Persons, Place of Usual Residence",2122958,French,5
"Persons, Place of Usual Residence",2122958,Greek,9
"Persons, Place of Usual Residence",2122958,Italian,26
"Persons, Place of Usual Residence",2122958,Romanian,3
"Persons, Place of Usual Residence",2122958,Arabic,6
"Persons, Place of Usual Residence",2122958,Hindi,5
"Persons, Place of Usual Residence",2122958,Punjabi,5
"Persons, Place of Usual Residence",2122958,Vietnamese,9
"Persons, Place of Usual Residence",2122958,Filipino,5
"Persons, Place of Usual Residence",2122958,Cantonese,5
"Persons, Place of Usual Residence",2122958,Mandarin,4
"Persons, Place of Usual Residence",2122958,"Non-verbal, so described",3
"Persons, Place of Usual Residence",2122958,Not stated,16
"Persons, Place of Usual Residence",2122959,English,189
"Persons, Place of Usual Residence",2122959,Greek,14
"Persons, Place of Usual Residence",2122959,Spanish,4
"Persons, Place of Usual Residence",2122959,Italian,59
"Persons, Place of Usual Residence",2122959,Maltese,3
"Persons, Place of Usual Residence",2122959,Croatian,6
"Persons, Place of Usual Residence",2122959,Serbian,5
"Persons, Place of Usual Residence",2122959,Arabic,6
"Persons, Place of Usual Residence",2122959,Assyrian Neo-Aramaic,4
"Persons, Place of Usual Residence",2122959,Tamil,4
"Persons, Place of Usual Residence",2122959,Vietnamese,7
"Persons, Place of Usual Residence",2122959,Cantonese,6
"Persons, Place of Usual Residence",2122959,Not stated,5
"Persons, Place of Usual Residence",2122960,English,246
"Persons, Place of Usual Residence",2122960,Greek,14
"Persons, Place of Usual Residence",2122960,Spanish,7
"Persons, Place of Usual Residence",2122960,Italian,17
"Persons, Place of Usual Residence",2122960,Ukrainian,3
"Persons, Place of Usual Residence",2122960,Croatian,3
"Persons, Place of Usual Residence",2122960,Serbian,4
"Persons, Place of Usual Residence",2122960,Pashto,8
"Persons, Place of Usual Residence",2122960,Arabic,4
"Persons, Place of Usual Residence",2122960,Chaldean Neo-Aramaic,3
"Persons, Place of Usual Residence",2122960,Punjabi,5
"Persons, Place of Usual Residence",2122960,Sinhalese,5
"Persons, Place of Usual Residence",2122960,Vietnamese,3
"Persons, Place of Usual Residence",2122960,Thai,3
"Persons, Place of Usual Residence",2122960,Cantonese,3
"Persons, Place of Usual Residence",2122960,Not stated,14
"Persons, Place of Usual Residence",2122961,English,123
"Persons, Place of Usual Residence",2122961,Greek,13
"Persons, Place of Usual Residence",2122961,Spanish,14
"Persons, Place of Usual Residence",2122961,Italian,84
"Persons, Place of Usual Residence",2122961,Ukrainian,3
"Persons, Place of Usual Residence",2122961,Croatian,17
"Persons, Place of Usual Residence",2122961,Polish,5
"Persons, Place of Usual Residence",2122961,Kannada,3
"Persons, Place of Usual Residence",2122961,Hindi,3
"Persons, Place of Usual Residence",2122961,Vietnamese,15
"Persons, Place of Usual Residence",2122961,Malay,3
"Persons, Place of Usual Residence",2122961,Filipino,6
"Persons, Place of Usual Residence",2122961,Mandarin,3
"Persons, Place of Usual Residence",2122961,Not stated,14
"Persons, Place of Usual Residence",2122962,English,254
"Persons, Place of Usual Residence",2122962,Greek,41
"Persons, Place of Usual Residence",2122962,Italian,68
"Persons, Place of Usual Residence",2122962,Maltese,15
"Persons, Place of Usual Residence",2122962,Macedonian,4
"Persons, Place of Usual Residence",2122962,Arabic,9
"Persons, Place of Usual Residence",2122962,Tamil,6
"Persons, Place of Usual Residence",2122962,Vietnamese,27
"Persons, Place of Usual Residence",2122962,Mandarin,3
"Persons, Place of Usual Residence",2122962,Japanese,3
"Persons, Place of Usual Residence",2122962,Not stated,21
"Persons, Place of Usual Residence",2122963,English,142
"Persons, Place of Usual Residence",2122963,German,3
"Persons, Place of Usual Residence",2122963,Greek,20
"Persons, Place of Usual Residence",2122963,Spanish,9
"Persons, Place of Usual Residence",2122963,Italian,27
"Persons, Place of Usual Residence",2122963,Bosnian,5
"Persons, Place of Usual Residence",2122963,Macedonian,3
"Persons, Place of Usual Residence",2122963,Arabic,7
"Persons, Place of Usual Residence",2122963,Vietnamese,6
"Persons, Place of Usual Residence",2122963,Tagalog,5
"Persons, Place of Usual Residence",2122963,Filipino,3
"Persons, Place of Usual Residence",2122963,Cantonese,3
"Persons, Place of Usual Residence",2122963,Mandarin,11
"Persons, Place of Usual Residence",2122963,Not stated,23
"Persons, Place of Usual Residence",2122964,English,218
"Persons, Place of Usual Residence",2122964,Greek,8
"Persons, Place of Usual Residence",2122964,Italian,24
"Persons, Place of Usual Residence",2122964,Maltese,9
"Persons, Place of Usual Residence",2122964,Hungarian,4
"Persons, Place of Usual Residence",2122964,Croatian,14
"Persons, Place of Usual Residence",2122964,Macedonian,6
"Persons, Place of Usual Residence",2122964,Serbian,5
"Persons, Place of Usual Residence",2122964,Romanian,3
"Persons, Place of Usual Residence",2122964,Persian (excluding Dari),5
"Persons, Place of Usual Residence",2122964,Arabic,5
"Persons, Place of Usual Residence",2122964,Turkish,5
"Persons, Place of Usual Residence",2122964,Gujarati,6
"Persons, Place of Usual Residence",2122964,Punjabi,6
"Persons, Place of Usual Residence",2122964,Urdu,3
"Persons, Place of Usual Residence",2122964,Vietnamese,29
"Persons, Place of Usual Residence",2122964,Indonesian,6
"Persons, Place of Usual Residence",2122964,Cantonese,13
"Persons, Place of Usual Residence",2122964,Not stated,29
"Persons, Place of Usual Residence",2123001,English,316
"Persons, Place of Usual Residence",2123001,Dutch,4
"Persons, Place of Usual Residence",2123001,French,3
"Persons, Place of Usual Residence",2123001,Greek,13
"Persons, Place of Usual Residence",2123001,Spanish,4
"Persons, Place of Usual Residence",2123001,Italian,29
"Persons, Place of Usual Residence",2123001,Maltese,3
"Persons, Place of Usual Residence",2123001,Ukrainian,4
"Persons, Place of Usual Residence",2123001,Bosnian,3
"Persons, Place of Usual Residence",2123001,Macedonian,3
"Persons, Place of Usual Residence",2123001,Serbian,7
"Persons, Place of Usual Residence",2123001,Slovene,3
"Persons, Place of Usual Residence",2123001,Hindi,6
"Persons, Place of Usual Residence",2123001,Vietnamese,7
"Persons, Place of Usual Residence",2123001,Tagalog,3
"Persons, Place of Usual Residence",2123001,Mandarin,16
"Persons, Place of Usual Residence",2123001,Japanese,4
"Persons, Place of Usual Residence",2123001,Inadequately described,3
"Persons, Place of Usual Residence",2123001,Not stated,5
"Persons, Place of Usual Residence",2123002,English,334
"Persons, Place of Usual Residence",2123002,German,4
"Persons, Place of Usual Residence",2123002,Greek,6
"Persons, Place of Usual Residence",2123002,Spanish,3
"Persons, Place of Usual Residence",2123002,Italian,8
"Persons, Place of Usual Residence",2123002,Arabic,3
"Persons, Place of Usual Residence",2123002,Turkish,3
"Persons, Place of Usual Residence",2123002,Sinhalese,4
"Persons, Place of Usual Residence",2123002,Indonesian,4
"Persons, Place of Usual Residence",2123002,Mandarin,13
"Persons, Place of Usual Residence",2123002,Not stated,7
"Persons, Place of Usual Residence",2123003,English,246
"Persons, Place of Usual Residence",2123003,Italian,40
"Persons, Place of Usual Residence",2123003,Maltese,3
"Persons, Place of Usual Residence",2123003,Russian,8
"Persons, Place of Usual Residence",2123003,Ukrainian,3
"Persons, Place of Usual Residence",2123003,Turkish,6
"Persons, Place of Usual Residence",2123003,Cantonese,3
"Persons, Place of Usual Residence",2123003,Japanese,5
"Persons, Place of Usual Residence",2123003,Not stated,12
"Persons, Place of Usual Residence",2123004,English,232
"Persons, Place of Usual Residence",2123004,Finnish,4
"Persons, Place of Usual Residence",2123004,Greek,9
"Persons, Place of Usual Residence",2123004,Spanish,6
"Persons, Place of Usual Residence",2123004,Italian,38
"Persons, Place of Usual Residence",2123004,Latvian,5
"Persons, Place of Usual Residence",2123004,Croatian,5
"Persons, Place of Usual Residence",2123004,Arabic,6
"Persons, Place of Usual Residence",2123004,Turkish,4
"Persons, Place of Usual Residence",2123004,Tamil,4
"Persons, Place of Usual Residence",2123004,Nepali,5
"Persons, Place of Usual Residence",2123004,Oriya,5
"Persons, Place of Usual Residence",2123004,Thai,6
"Persons, Place of Usual Residence",2123004,Filipino,5
"Persons, Place of Usual Residence",2123004,Cantonese,11
"Persons, Place of Usual Residence",2123004,Mandarin,4
"Persons, Place of Usual Residence",2123004,Japanese,3
"Persons, Place of Usual Residence",2123004,Not stated,19
"Persons, Place of Usual Residence",2123005,English,326
"Persons, Place of Usual Residence",2123005,Greek,16
"Persons, Place of Usual Residence",2123005,Spanish,4
"Persons, Place of Usual Residence",2123005,Italian,6
"Persons, Place of Usual Residence",2123005,Maltese,4
"Persons, Place of Usual Residence",2123005,Croatian,14
"Persons, Place of Usual Residence",2123005,Arabic,5
"Persons, Place of Usual Residence",2123005,Assyrian Neo-Aramaic,6
"Persons, Place of Usual Residence",2123005,"Southern Asian Languages, nfd",4
"Persons, Place of Usual Residence",2123005,Cantonese,10
"Persons, Place of Usual Residence",2123005,Mandarin,3
"Persons, Place of Usual Residence",2123005,Not stated,10
"Persons, Place of Usual Residence",2123006,English,371
"Persons, Place of Usual Residence",2123006,Greek,17
"Persons, Place of Usual Residence",2123006,Spanish,7
"Persons, Place of Usual Residence",2123006,Italian,24
"Persons, Place of Usual Residence",2123006,Ukrainian,9
"Persons, Place of Usual Residence",2123006,Croatian,15
"Persons, Place of Usual Residence",2123006,Polish,7
"Persons, Place of Usual Residence",2123006,Arabic,5
"Persons, Place of Usual Residence",2123006,Hindi,3
"Persons, Place of Usual Residence",2123006,Punjabi,4
"Persons, Place of Usual Residence",2123006,Cantonese,7
"Persons, Place of Usual Residence",2123006,Mandarin,3
"Persons, Place of Usual Residence",2123006,Mauritian Creole,6
"Persons, Place of Usual Residence",2123006,Auslan,5
"Persons, Place of Usual Residence",2123006,Not stated,19
"Persons, Place of Usual Residence",2123007,English,301
"Persons, Place of Usual Residence",2123007,German,7
"Persons, Place of Usual Residence",2123007,Greek,9
"Persons, Place of Usual Residence",2123007,Italian,18
"Persons, Place of Usual Residence",2123007,Maltese,4
"Persons, Place of Usual Residence",2123007,Ukrainian,8
"Persons, Place of Usual Residence",2123007,Croatian,14
"Persons, Place of Usual Residence",2123007,Macedonian,7
"Persons, Place of Usual Residence",2123007,Polish,4
"Persons, Place of Usual Residence",2123007,Arabic,4
"Persons, Place of Usual Residence",2123007,Hindi,3
"Persons, Place of Usual Residence",2123007,Punjabi,4
"Persons, Place of Usual Residence",2123007,Mandarin,3
"Persons, Place of Usual Residence",2123007,Not stated,12
"Persons, Place of Usual Residence",2123008,English,303
"Persons, Place of Usual Residence",2123008,Estonian,4
"Persons, Place of Usual Residence",2123008,French,7
"Persons, Place of Usual Residence",2123008,Greek,8
"Persons, Place of Usual Residence",2123008,Spanish,3
"Persons, Place of Usual Residence",2123008,Italian,22
"Persons, Place of Usual Residence",2123008,Maltese,6
"Persons, Place of Usual Residence",2123008,Hungarian,3
"Persons, Place of Usual Residence",2123008,Ukrainian,7
"Persons, Place of Usual Residence",2123008,Croatian,3
"Persons, Place of Usual Residence",2123008,Polish,6
"Persons, Place of Usual Residence",2123008,Arabic,12
"Persons, Place of Usual Residence",2123008,Tamil,3
"Persons, Place of Usual Residence",2123008,Telugu,3
"Persons, Place of Usual Residence",2123008,Sinhalese,3
"Persons, Place of Usual Residence",2123008,Vietnamese,3
"Persons, Place of Usual Residence",2123008,Mandarin,11
"Persons, Place of Usual Residence",2123008,Mauritian Creole,3
"Persons, Place of Usual Residence",2123008,Not stated,10
"Persons, Place of Usual Residence",2123009,English,382
"Persons, Place of Usual Residence",2123009,Spanish,4
"Persons, Place of Usual Residence",2123009,Italian,25
"Persons, Place of Usual Residence",2123009,Serbian,4
"Persons, Place of Usual Residence",2123009,Arabic,4
"Persons, Place of Usual Residence",2123009,Assyrian Neo-Aramaic,3
"Persons, Place of Usual Residence",2123009,Turkish,7
"Persons, Place of Usual Residence",2123009,Indonesian,4
"Persons, Place of Usual Residence",2123009,Mandarin,13
"Persons, Place of Usual Residence",2123009,Not stated,11
"Persons, Place of Usual Residence",2123010,English,373
"Persons, Place of Usual Residence",2123010,Greek,3
"Persons, Place of Usual Residence",2123010,Portuguese,6
"Persons, Place of Usual Residence",2123010,Spanish,7
"Persons, Place of Usual Residence",2123010,Italian,29
"Persons, Place of Usual Residence",2123010,Maltese,6
"Persons, Place of Usual Residence",2123010,Croatian,6
"Persons, Place of Usual Residence",2123010,"Southern Asian Languages, nfd",5
"Persons, Place of Usual Residence",2123010,Telugu,3
"Persons, Place of Usual Residence",2123010,Cantonese,3
"Persons, Place of Usual Residence",2123010,Mandarin,7
"Persons, Place of Usual Residence",2123010,Korean,4
"Persons, Place of Usual Residence",2123010,Yoruba,3
"Persons, Place of Usual Residence",2123010,Not stated,15
"Persons, Place of Usual Residence",2123011,English,319
"Persons, Place of Usual Residence",2123011,Finnish,3
"Persons, Place of Usual Residence",2123011,French,4
"Persons, Place of Usual Residence",2123011,Greek,11
"Persons, Place of Usual Residence",2123011,Portuguese,4
"Persons, Place of Usual Residence",2123011,Italian,14
"Persons, Place of Usual Residence",2123011,Russian,4
"Persons, Place of Usual Residence",2123011,Arabic,10
"Persons, Place of Usual Residence",2123011,Malayalam,4
"Persons, Place of Usual Residence",2123011,Sinhalese,6
"Persons, Place of Usual Residence",2123011,Vietnamese,12
"Persons, Place of Usual Residence",2123011,Cantonese,10
"Persons, Place of Usual Residence",2123011,Mandarin,5
"Persons, Place of Usual Residence",2123011,Not stated,19
"Persons, Place of Usual Residence",2123012,English,405
"Persons, Place of Usual Residence",2123012,Greek,7
"Persons, Place of Usual Residence",2123012,Italian,25
"Persons, Place of Usual Residence",2123012,Maltese,4
