Counting,SA1 (UR),LANP - 4 Digit Level,Count
"Persons, Place of Usual Residence",2111441,Macedonian,3
"Persons, Place of Usual Residence",2111441,Serbian,6
"Persons, Place of Usual Residence",2111441,Arabic,6
"Persons, Place of Usual Residence",2111441,Turkish,4
"Persons, Place of Usual Residence",2111441,Malayalam,7
"Persons, Place of Usual Residence",2111441,Gujarati,5
"Persons, Place of Usual Residence",2111441,Hindi,10
"Persons, Place of Usual Residence",2111441,Nepali,3
"Persons, Place of Usual Residence",2111441,Sinhalese,3
"Persons, Place of Usual Residence",2111441,Urdu,5
"Persons, Place of Usual Residence",2111441,Vietnamese,4
"Persons, Place of Usual Residence",2111441,Mandarin,12
"Persons, Place of Usual Residence",2111441,Korean,4
"Persons, Place of Usual Residence",2111441,Somali,3
"Persons, Place of Usual Residence",2111441,Not stated,33
"Persons, Place of Usual Residence",2111442,English,419
"Persons, Place of Usual Residence",2111442,Greek,8
"Persons, Place of Usual Residence",2111442,Italian,29
"Persons, Place of Usual Residence",2111442,Hungarian,3
"Persons, Place of Usual Residence",2111442,Croatian,8
"Persons, Place of Usual Residence",2111442,Macedonian,3
"Persons, Place of Usual Residence",2111442,Arabic,10
"Persons, Place of Usual Residence",2111442,Hindi,3
"Persons, Place of Usual Residence",2111442,Nepali,4
"Persons, Place of Usual Residence",2111442,Urdu,4
"Persons, Place of Usual Residence",2111442,Vietnamese,3
"Persons, Place of Usual Residence",2111442,Cantonese,6
"Persons, Place of Usual Residence",2111442,Mandarin,5
"Persons, Place of Usual Residence",2111442,Japanese,4
"Persons, Place of Usual Residence",2111442,Not stated,17
"Persons, Place of Usual Residence",2111443,English,334
"Persons, Place of Usual Residence",2111443,German,4
"Persons, Place of Usual Residence",2111443,Greek,13
"Persons, Place of Usual Residence",2111443,Portuguese,10
"Persons, Place of Usual Residence",2111443,Spanish,11
"Persons, Place of Usual Residence",2111443,Italian,20
"Persons, Place of Usual Residence",2111443,Maltese,4
"Persons, Place of Usual Residence",2111443,Persian (excluding Dari),5
"Persons, Place of Usual Residence",2111443,Arabic,10
"Persons, Place of Usual Residence",2111443,Turkish,3
"Persons, Place of Usual Residence",2111443,Tamil,6
"Persons, Place of Usual Residence",2111443,Bengali,14
"Persons, Place of Usual Residence",2111443,Gujarati,17
"Persons, Place of Usual Residence",2111443,Hindi,14
"Persons, Place of Usual Residence",2111443,Nepali,9
"Persons, Place of Usual Residence",2111443,Sinhalese,7
"Persons, Place of Usual Residence",2111443,Indonesian,6
"Persons, Place of Usual Residence",2111443,Cantonese,9
"Persons, Place of Usual Residence",2111443,Mandarin,17
"Persons, Place of Usual Residence",2111443,Not stated,30
"Persons, Place of Usual Residence",2111444,English,600
"Persons, Place of Usual Residence",2111444,French,8
"Persons, Place of Usual Residence",2111444,Greek,12
"Persons, Place of Usual Residence",2111444,Spanish,19
"Persons, Place of Usual Residence",2111444,Italian,32
"Persons, Place of Usual Residence",2111444,Maltese,6
"Persons, Place of Usual Residence",2111444,Ukrainian,4
"Persons, Place of Usual Residence",2111444,Croatian,3
"Persons, Place of Usual Residence",2111444,Serbian,4
"Persons, Place of Usual Residence",2111444,Polish,4
"Persons, Place of Usual Residence",2111444,Persian (excluding Dari),9
"Persons, Place of Usual Residence",2111444,Arabic,10
"Persons, Place of Usual Residence",2111444,Turkish,3
"Persons, Place of Usual Residence",2111444,Kannada,6
"Persons, Place of Usual Residence",2111444,Telugu,4
"Persons, Place of Usual Residence",2111444,Bengali,4
"Persons, Place of Usual Residence",2111444,Gujarati,11
"Persons, Place of Usual Residence",2111444,Hindi,18
"Persons, Place of Usual Residence",2111444,Nepali,3
"Persons, Place of Usual Residence",2111444,Vietnamese,13
"Persons, Place of Usual Residence",2111444,Filipino,3
"Persons, Place of Usual Residence",2111444,Cantonese,8
"Persons, Place of Usual Residence",2111444,Mandarin,19
"Persons, Place of Usual Residence",2111444,Japanese,4
"Persons, Place of Usual Residence",2111444,Somali,6
"Persons, Place of Usual Residence",2111444,Amharic,10
"Persons, Place of Usual Residence",2111444,Not stated,80
"Persons, Place of Usual Residence",2111445,English,241
"Persons, Place of Usual Residence",2111445,German,4
"Persons, Place of Usual Residence",2111445,French,3
"Persons, Place of Usual Residence",2111445,Spanish,3
"Persons, Place of Usual Residence",2111445,Italian,14
"Persons, Place of Usual Residence",2111445,Russian,3
"Persons, Place of Usual Residence",2111445,Ukrainian,4
"Persons, Place of Usual Residence",2111445,Croatian,5
"Persons, Place of Usual Residence",2111445,Serbian,4
"Persons, Place of Usual Residence",2111445,Arabic,14
"Persons, Place of Usual Residence",2111445,Telugu,17
"Persons, Place of Usual Residence",2111445,Bengali,4
"Persons, Place of Usual Residence",2111445,Gujarati,4
"Persons, Place of Usual Residence",2111445,Hindi,11
"Persons, Place of Usual Residence",2111445,Nepali,3
"Persons, Place of Usual Residence",2111445,Punjabi,14
"Persons, Place of Usual Residence",2111445,Sinhalese,6
"Persons, Place of Usual Residence",2111445,Burmese,3
"Persons, Place of Usual Residence",2111445,Vietnamese,7
"Persons, Place of Usual Residence",2111445,Thai,5
"Persons, Place of Usual Residence",2111445,Tagalog,3
"Persons, Place of Usual Residence",2111445,Cantonese,5
"Persons, Place of Usual Residence",2111445,Mandarin,12
"Persons, Place of Usual Residence",2111445,Japanese,4
"Persons, Place of Usual Residence",2111445,"French Creole, nfd",4
"Persons, Place of Usual Residence",2111445,Not stated,19
"Persons, Place of Usual Residence",2111446,English,333
"Persons, Place of Usual Residence",2111446,German,4
"Persons, Place of Usual Residence",2111446,French,4
"Persons, Place of Usual Residence",2111446,Greek,10
"Persons, Place of Usual Residence",2111446,Spanish,3
"Persons, Place of Usual Residence",2111446,Italian,5
"Persons, Place of Usual Residence",2111446,Russian,5
"Persons, Place of Usual Residence",2111446,"Serbo-Croatian/Yugoslavian, so described",3
"Persons, Place of Usual Residence",2111446,Persian (excluding Dari),8
"Persons, Place of Usual Residence",2111446,Tamil,5
"Persons, Place of Usual Residence",2111446,Gujarati,3
"Persons, Place of Usual Residence",2111446,Hindi,10
"Persons, Place of Usual Residence",2111446,Nepali,6
"Persons, Place of Usual Residence",2111446,Sinhalese,6
"Persons, Place of Usual Residence",2111446,Cantonese,7
"Persons, Place of Usual Residence",2111446,Mandarin,5
"Persons, Place of Usual Residence",2111446,Amharic,5
"Persons, Place of Usual Residence",2111446,Not stated,15
"Persons, Place of Usual Residence",2111447,English,274
"Persons, Place of Usual Residence",2111447,Greek,5
"Persons, Place of Usual Residence",2111447,Portuguese,4
"Persons, Place of Usual Residence",2111447,Italian,29
"Persons, Place of Usual Residence",2111447,Croatian,4
"Persons, Place of Usual Residence",2111447,Telugu,3
"Persons, Place of Usual Residence",2111447,Gujarati,3
"Persons, Place of Usual Residence",2111447,Hindi,11
"Persons, Place of Usual Residence",2111447,Sinhalese,3
"Persons, Place of Usual Residence",2111447,Urdu,4
"Persons, Place of Usual Residence",2111447,Vietnamese,4
"Persons, Place of Usual Residence",2111447,Mandarin,7
"Persons, Place of Usual Residence",2111447,Inadequately described,3
"Persons, Place of Usual Residence",2111447,Not stated,34
"Persons, Place of Usual Residence",2111448,English,248
"Persons, Place of Usual Residence",2111448,German,3
"Persons, Place of Usual Residence",2111448,Greek,28
"Persons, Place of Usual Residence",2111448,Italian,14
"Persons, Place of Usual Residence",2111448,Russian,3
"Persons, Place of Usual Residence",2111448,Persian (excluding Dari),3
"Persons, Place of Usual Residence",2111448,Nepali,3
"Persons, Place of Usual Residence",2111448,Vietnamese,3
"Persons, Place of Usual Residence",2111448,Korean,4
"Persons, Place of Usual Residence",2111448,Not stated,9
"Persons, Place of Usual Residence",2111449,English,363
"Persons, Place of Usual Residence",2111449,German,6
"Persons, Place of Usual Residence",2111449,French,5
"Persons, Place of Usual Residence",2111449,Greek,13
"Persons, Place of Usual Residence",2111449,Italian,27
"Persons, Place of Usual Residence",2111449,Lithuanian,3
"Persons, Place of Usual Residence",2111449,Arabic,3
"Persons, Place of Usual Residence",2111449,Bengali,4
"Persons, Place of Usual Residence",2111449,Gujarati,4
"Persons, Place of Usual Residence",2111449,Vietnamese,3
"Persons, Place of Usual Residence",2111449,Indonesian,4
"Persons, Place of Usual Residence",2111449,Cantonese,3
"Persons, Place of Usual Residence",2111449,Mandarin,11
"Persons, Place of Usual Residence",2111449,Korean,7
"Persons, Place of Usual Residence",2111449,Not stated,21
"Persons, Place of Usual Residence",2111450,English,227
"Persons, Place of Usual Residence",2111450,Greek,5
"Persons, Place of Usual Residence",2111450,Spanish,3
"Persons, Place of Usual Residence",2111450,Italian,13
"Persons, Place of Usual Residence",2111450,Maltese,5
"Persons, Place of Usual Residence",2111450,Polish,6
"Persons, Place of Usual Residence",2111450,Albanian,5
"Persons, Place of Usual Residence",2111450,Gujarati,4
"Persons, Place of Usual Residence",2111450,Vietnamese,3
"Persons, Place of Usual Residence",2111450,Thai,5
"Persons, Place of Usual Residence",2111450,Mandarin,4
"Persons, Place of Usual Residence",2111450,Korean,7
"Persons, Place of Usual Residence",2111450,Not stated,16
"Persons, Place of Usual Residence",2111451,English,188
"Persons, Place of Usual Residence",2111451,Dutch,5
"Persons, Place of Usual Residence",2111451,French,4
"Persons, Place of Usual Residence",2111451,Greek,3
"Persons, Place of Usual Residence",2111451,Spanish,3
"Persons, Place of Usual Residence",2111451,Italian,9
"Persons, Place of Usual Residence",2111451,Croatian,3
"Persons, Place of Usual Residence",2111451,Hindi,6
"Persons, Place of Usual Residence",2111451,Nepali,7
"Persons, Place of Usual Residence",2111451,Urdu,3
"Persons, Place of Usual Residence",2111451,Mandarin,3
"Persons, Place of Usual Residence",2111451,Japanese,3
"Persons, Place of Usual Residence",2111451,Not stated,14
"Persons, Place of Usual Residence",2111452,English,403
"Persons, Place of Usual Residence",2111452,Swedish,4
"Persons, Place of Usual Residence",2111452,French,7
"Persons, Place of Usual Residence",2111452,Greek,16
"Persons, Place of Usual Residence",2111452,Italian,14
"Persons, Place of Usual Residence",2111452,Croatian,7
"Persons, Place of Usual Residence",2111452,Polish,3
"Persons, Place of Usual Residence",2111452,Gujarati,5
"Persons, Place of Usual Residence",2111452,Hindi,8
"Persons, Place of Usual Residence",2111452,Nepali,12
"Persons, Place of Usual Residence",2111452,Punjabi,4
"Persons, Place of Usual Residence",2111452,Urdu,3
"Persons, Place of Usual Residence",2111452,Vietnamese,15
"Persons, Place of Usual Residence",2111452,Mandarin,8
"Persons, Place of Usual Residence",2111452,Wu,3
"Persons, Place of Usual Residence",2111452,Not stated,46
"Persons, Place of Usual Residence",2111453,English,242
"Persons, Place of Usual Residence",2111453,French,3
"Persons, Place of Usual Residence",2111453,Greek,17
"Persons, Place of Usual Residence",2111453,Italian,49
"Persons, Place of Usual Residence",2111453,Russian,5
"Persons, Place of Usual Residence",2111453,Arabic,3
"Persons, Place of Usual Residence",2111453,Turkish,5
"Persons, Place of Usual Residence",2111453,Sinhalese,3
"Persons, Place of Usual Residence",2111453,Vietnamese,26
"Persons, Place of Usual Residence",2111453,Cantonese,7
"Persons, Place of Usual Residence",2111453,Not stated,22
"Persons, Place of Usual Residence",2111454,English,295
"Persons, Place of Usual Residence",2111454,Greek,10
"Persons, Place of Usual Residence",2111454,Italian,24
"Persons, Place of Usual Residence",2111454,Croatian,3
"Persons, Place of Usual Residence",2111454,Sinhalese,5
"Persons, Place of Usual Residence",2111454,Vietnamese,6
"Persons, Place of Usual Residence",2111454,Thai,4
"Persons, Place of Usual Residence",2111454,Cantonese,5
"Persons, Place of Usual Residence",2111454,Mandarin,3
"Persons, Place of Usual Residence",2111454,Not stated,3
"Persons, Place of Usual Residence",2111455,English,183
"Persons, Place of Usual Residence",2111455,Greek,4
"Persons, Place of Usual Residence",2111455,Spanish,4
"Persons, Place of Usual Residence",2111455,Italian,16
"Persons, Place of Usual Residence",2111455,Kannada,5
"Persons, Place of Usual Residence",2111455,Bengali,5
"Persons, Place of Usual Residence",2111455,Hindi,9
"Persons, Place of Usual Residence",2111455,Nepali,4
"Persons, Place of Usual Residence",2111455,Urdu,4
"Persons, Place of Usual Residence",2111455,Vietnamese,9
"Persons, Place of Usual Residence",2111455,Tagalog,3
"Persons, Place of Usual Residence",2111455,Cantonese,7
"Persons, Place of Usual Residence",2111455,Mandarin,7
"Persons, Place of Usual Residence",2111455,Japanese,4
"Persons, Place of Usual Residence",2111455,Korean,14
"Persons, Place of Usual Residence",2111455,Not stated,30
"Persons, Place of Usual Residence",2111456,English,198
"Persons, Place of Usual Residence",2111456,Greek,7
"Persons, Place of Usual Residence",2111456,Italian,14
"Persons, Place of Usual Residence",2111456,Arabic,3
"Persons, Place of Usual Residence",2111456,Telugu,8
"Persons, Place of Usual Residence",2111456,Hindi,10
"Persons, Place of Usual Residence",2111456,Urdu,4
"Persons, Place of Usual Residence",2111456,Vietnamese,4
"Persons, Place of Usual Residence",2111456,Indonesian,3
"Persons, Place of Usual Residence",2111456,Cantonese,3
"Persons, Place of Usual Residence",2111456,Mandarin,12
"Persons, Place of Usual Residence",2111456,Mauritian Creole,3
"Persons, Place of Usual Residence",2111456,Tigrinya,4
"Persons, Place of Usual Residence",2111456,"Non-verbal, so described",4
"Persons, Place of Usual Residence",2111456,Not stated,19
"Persons, Place of Usual Residence",2111457,English,241
"Persons, Place of Usual Residence",2111457,Afrikaans,3
"Persons, Place of Usual Residence",2111457,Greek,4
"Persons, Place of Usual Residence",2111457,Italian,6
"Persons, Place of Usual Residence",2111457,Maltese,5
"Persons, Place of Usual Residence",2111457,Polish,4
"Persons, Place of Usual Residence",2111457,Arabic,3
"Persons, Place of Usual Residence",2111457,Turkish,7
"Persons, Place of Usual Residence",2111457,Bengali,3
"Persons, Place of Usual Residence",2111457,Gujarati,3
"Persons, Place of Usual Residence",2111457,Hindi,6
"Persons, Place of Usual Residence",2111457,Nepali,4
"Persons, Place of Usual Residence",2111457,Urdu,3
"Persons, Place of Usual Residence",2111457,Cantonese,3
"Persons, Place of Usual Residence",2111457,Mandarin,10
"Persons, Place of Usual Residence",2111457,Not stated,29
"Persons, Place of Usual Residence",2111458,English,293
"Persons, Place of Usual Residence",2111458,Greek,5
"Persons, Place of Usual Residence",2111458,Spanish,8
"Persons, Place of Usual Residence",2111458,Italian,6
"Persons, Place of Usual Residence",2111458,Ukrainian,3
"Persons, Place of Usual Residence",2111458,Arabic,7
"Persons, Place of Usual Residence",2111458,Malayalam,5
"Persons, Place of Usual Residence",2111458,Hindi,5
"Persons, Place of Usual Residence",2111458,Punjabi,3
"Persons, Place of Usual Residence",2111458,Vietnamese,7
"Persons, Place of Usual Residence",2111458,Tagalog,4
"Persons, Place of Usual Residence",2111458,Mandarin,9
"Persons, Place of Usual Residence",2111458,Mauritian Creole,6
"Persons, Place of Usual Residence",2111458,Swahili,3
"Persons, Place of Usual Residence",2111458,Not stated,17
"Persons, Place of Usual Residence",2111459,English,210
"Persons, Place of Usual Residence",2111459,German,3
"Persons, Place of Usual Residence",2111459,Greek,7
"Persons, Place of Usual Residence",2111459,Italian,10
"Persons, Place of Usual Residence",2111459,Arabic,6
"Persons, Place of Usual Residence",2111459,Turkish,5
"Persons, Place of Usual Residence",2111459,Malayalam,3
"Persons, Place of Usual Residence",2111459,Telugu,6
"Persons, Place of Usual Residence",2111459,Bengali,3
"Persons, Place of Usual Residence",2111459,Hindi,9
"Persons, Place of Usual Residence",2111459,Nepali,4
"Persons, Place of Usual Residence",2111459,Punjabi,4
"Persons, Place of Usual Residence",2111459,Sinhalese,5
"Persons, Place of Usual Residence",2111459,Vietnamese,3
"Persons, Place of Usual Residence",2111459,Cantonese,4
"Persons, Place of Usual Residence",2111459,Mandarin,3
"Persons, Place of Usual Residence",2111459,Not stated,18
"Persons, Place of Usual Residence",2111460,English,314
"Persons, Place of Usual Residence",2111460,Greek,5
"Persons, Place of Usual Residence",2111460,Spanish,6
"Persons, Place of Usual Residence",2111460,Italian,21
"Persons, Place of Usual Residence",2111460,Serbian,4
"Persons, Place of Usual Residence",2111460,Malayalam,3
"Persons, Place of Usual Residence",2111460,Nepali,12
"Persons, Place of Usual Residence",2111460,Mandarin,10
"Persons, Place of Usual Residence",2111460,Harari,3
"Persons, Place of Usual Residence",2111460,Not stated,25
"Persons, Place of Usual Residence",2111461,English,395
"Persons, Place of Usual Residence",2111461,Afrikaans,3
"Persons, Place of Usual Residence",2111461,French,4
"Persons, Place of Usual Residence",2111461,Greek,3
"Persons, Place of Usual Residence",2111461,Spanish,4
"Persons, Place of Usual Residence",2111461,Italian,15
"Persons, Place of Usual Residence",2111461,Lithuanian,5
"Persons, Place of Usual Residence",2111461,Russian,4
"Persons, Place of Usual Residence",2111461,Arabic,4
"Persons, Place of Usual Residence",2111461,Malayalam,3
"Persons, Place of Usual Residence",2111461,Tamil,3
"Persons, Place of Usual Residence",2111461,Hindi,5
"Persons, Place of Usual Residence",2111461,Punjabi,4
"Persons, Place of Usual Residence",2111461,Vietnamese,3
"Persons, Place of Usual Residence",2111461,Thai,4
"Persons, Place of Usual Residence",2111461,Mandarin,5
"Persons, Place of Usual Residence",2111461,Korean,3
"Persons, Place of Usual Residence",2111461,Somali,4
"Persons, Place of Usual Residence",2111461,Invented Languages,5
"Persons, Place of Usual Residence",2111461,Not stated,33
"Persons, Place of Usual Residence",2111501,English,288
"Persons, Place of Usual Residence",2111501,French,8
"Persons, Place of Usual Residence",2111501,Greek,11
"Persons, Place of Usual Residence",2111501,Spanish,3
"Persons, Place of Usual Residence",2111501,Italian,8
"Persons, Place of Usual Residence",2111501,Telugu,5
"Persons, Place of Usual Residence",2111501,Punjabi,4
"Persons, Place of Usual Residence",2111501,Urdu,4
"Persons, Place of Usual Residence",2111501,Vietnamese,6
"Persons, Place of Usual Residence",2111501,Cantonese,5
"Persons, Place of Usual Residence",2111501,Mandarin,11
"Persons, Place of Usual Residence",2111501,Japanese,3
"Persons, Place of Usual Residence",2111501,Not stated,19
"Persons, Place of Usual Residence",2111502,English,282
"Persons, Place of Usual Residence",2111502,Greek,6
"Persons, Place of Usual Residence",2111502,Portuguese,3
"Persons, Place of Usual Residence",2111502,Italian,7
"Persons, Place of Usual Residence",2111502,Persian (excluding Dari),5
"Persons, Place of Usual Residence",2111502,Telugu,8
"Persons, Place of Usual Residence",2111502,Gujarati,5
"Persons, Place of Usual Residence",2111502,Hindi,8
"Persons, Place of Usual Residence",2111502,Nepali,10
"Persons, Place of Usual Residence",2111502,Sinhalese,3
"Persons, Place of Usual Residence",2111502,Vietnamese,7
"Persons, Place of Usual Residence",2111502,Cantonese,17
"Persons, Place of Usual Residence",2111502,Mandarin,7
"Persons, Place of Usual Residence",2111502,Min Nan,4
"Persons, Place of Usual Residence",2111502,Somali,8
"Persons, Place of Usual Residence",2111502,Not stated,49
"Persons, Place of Usual Residence",2111503,English,241
"Persons, Place of Usual Residence",2111503,German,4
"Persons, Place of Usual Residence",2111503,French,5
"Persons, Place of Usual Residence",2111503,Greek,11
"Persons, Place of Usual Residence",2111503,Italian,20
"Persons, Place of Usual Residence",2111503,Ukrainian,3
"Persons, Place of Usual Residence",2111503,Arabic,3
"Persons, Place of Usual Residence",2111503,Tamil,4
"Persons, Place of Usual Residence",2111503,Hindi,3
"Persons, Place of Usual Residence",2111503,Nepali,3
"Persons, Place of Usual Residence",2111503,Vietnamese,5
"Persons, Place of Usual Residence",2111503,Cantonese,4
"Persons, Place of Usual Residence",2111503,Mandarin,3
"Persons, Place of Usual Residence",2111503,Mongolian,3
"Persons, Place of Usual Residence",2111503,Not stated,23
"Persons, Place of Usual Residence",2111504,English,237
"Persons, Place of Usual Residence",2111504,French,3
"Persons, Place of Usual Residence",2111504,Greek,4
"Persons, Place of Usual Residence",2111504,Spanish,5
"Persons, Place of Usual Residence",2111504,Maltese,3
"Persons, Place of Usual Residence",2111504,Nepali,8
"Persons, Place of Usual Residence",2111504,Vietnamese,7
"Persons, Place of Usual Residence",2111504,Cantonese,4
"Persons, Place of Usual Residence",2111504,Not stated,29
"Persons, Place of Usual Residence",2111505,English,295
"Persons, Place of Usual Residence",2111505,German,3
"Persons, Place of Usual Residence",2111505,French,7
"Persons, Place of Usual Residence",2111505,Spanish,7
"Persons, Place of Usual Residence",2111505,Italian,12
"Persons, Place of Usual Residence",2111505,Maltese,4
"Persons, Place of Usual Residence",2111505,Polish,5
"Persons, Place of Usual Residence",2111505,Telugu,6
"Persons, Place of Usual Residence",2111505,Hindi,9
"Persons, Place of Usual Residence",2111505,Sinhalese,5
"Persons, Place of Usual Residence",2111505,Vietnamese,20
"Persons, Place of Usual Residence",2111505,Mandarin,3
"Persons, Place of Usual Residence",2111505,Not stated,37
"Persons, Place of Usual Residence",2111506,English,27
"Persons, Place of Usual Residence",2111506,Portuguese,4
"Persons, Place of Usual Residence",2111506,Persian (excluding Dari),3
"Persons, Place of Usual Residence",2111506,Arabic,38
"Persons, Place of Usual Residence",2111506,Turkish,10
"Persons, Place of Usual Residence",2111506,Tamil,3
"Persons, Place of Usual Residence",2111506,Khmer,3
"Persons, Place of Usual Residence",2111506,Vietnamese,43
"Persons, Place of Usual Residence",2111506,Cantonese,3
"Persons, Place of Usual Residence",2111506,Hakka,13
"Persons, Place of Usual Residence",2111506,Oromo,10
"Persons, Place of Usual Residence",2111506,Somali,63
"Persons, Place of Usual Residence",2111506,Amharic,12
"Persons, Place of Usual Residence",2111506,Dinka,7
"Persons, Place of Usual Residence",2111506,Harari,3
"Persons, Place of Usual Residence",2111506,Tigrinya,16
"Persons, Place of Usual Residence",2111506,"African Languages, nec",6
"Persons, Place of Usual Residence",2111506,Inadequately described,4
"Persons, Place of Usual Residence",2111506,"Non-verbal, so described",6
"Persons, Place of Usual Residence",2111506,Not stated,88
"Persons, Place of Usual Residence",2111507,English,73
"Persons, Place of Usual Residence",2111507,Spanish,12
"Persons, Place of Usual Residence",2111507,Arabic,31
"Persons, Place of Usual Residence",2111507,Turkish,10
"Persons, Place of Usual Residence",2111507,Tamil,4
"Persons, Place of Usual Residence",2111507,Vietnamese,65
"Persons, Place of Usual Residence",2111507,Timorese,3
"Persons, Place of Usual Residence",2111507,Cantonese,38
"Persons, Place of Usual Residence",2111507,Hakka,13
"Persons, Place of Usual Residence",2111507,Mandarin,9
"Persons, Place of Usual Residence",2111507,"African Languages, nfd",5
"Persons, Place of Usual Residence",2111507,Oromo,24
"Persons, Place of Usual Residence",2111507,Somali,67
"Persons, Place of Usual Residence",2111507,Amharic,17
"Persons, Place of Usual Residence",2111507,Dinka,13
"Persons, Place of Usual Residence",2111507,Tigrinya,21
"Persons, Place of Usual Residence",2111507,"African Languages, nec",5
"Persons, Place of Usual Residence",2111507,Inadequately described,9
"Persons, Place of Usual Residence",2111507,Not stated,120
"Persons, Place of Usual Residence",2111508,English,435
"Persons, Place of Usual Residence",2111508,Swedish,3
"Persons, Place of Usual Residence",2111508,Greek,11
"Persons, Place of Usual Residence",2111508,Spanish,9
"Persons, Place of Usual Residence",2111508,Italian,11
"Persons, Place of Usual Residence",2111508,Maltese,3
"Persons, Place of Usual Residence",2111508,Croatian,4
"Persons, Place of Usual Residence",2111508,Polish,4
"Persons, Place of Usual Residence",2111508,Arabic,9
"Persons, Place of Usual Residence",2111508,Turkish,5
"Persons, Place of Usual Residence",2111508,Nepali,6
"Persons, Place of Usual Residence",2111508,Vietnamese,27
"Persons, Place of Usual Residence",2111508,Cantonese,15
"Persons, Place of Usual Residence",2111508,Mandarin,11
"Persons, Place of Usual Residence",2111508,"Non-verbal, so described",3
"Persons, Place of Usual Residence",2111508,Not stated,54
"Persons, Place of Usual Residence",2111509,English,177
"Persons, Place of Usual Residence",2111509,German,3
"Persons, Place of Usual Residence",2111509,Afrikaans,5
"Persons, Place of Usual Residence",2111509,Spanish,10
"Persons, Place of Usual Residence",2111509,Italian,10
"Persons, Place of Usual Residence",2111509,Urdu,6
"Persons, Place of Usual Residence",2111509,Vietnamese,3
"Persons, Place of Usual Residence",2111509,Cantonese,3
"Persons, Place of Usual Residence",2111509,Japanese,7
"Persons, Place of Usual Residence",2111509,Not stated,40
"Persons, Place of Usual Residence",2111510,English,249
"Persons, Place of Usual Residence",2111510,Swedish,3
"Persons, Place of Usual Residence",2111510,French,7
"Persons, Place of Usual Residence",2111510,Spanish,13
"Persons, Place of Usual Residence",2111510,Italian,6
"Persons, Place of Usual Residence",2111510,Maltese,3
"Persons, Place of Usual Residence",2111510,Serbian,3
"Persons, Place of Usual Residence",2111510,Persian (excluding Dari),8
"Persons, Place of Usual Residence",2111510,Arabic,3
"Persons, Place of Usual Residence",2111510,Tamil,8
"Persons, Place of Usual Residence",2111510,Bengali,5
"Persons, Place of Usual Residence",2111510,Gujarati,4
"Persons, Place of Usual Residence",2111510,Hindi,3
"Persons, Place of Usual Residence",2111510,Nepali,6
"Persons, Place of Usual Residence",2111510,Punjabi,3
"Persons, Place of Usual Residence",2111510,Vietnamese,15
"Persons, Place of Usual Residence",2111510,Filipino,3
"Persons, Place of Usual Residence",2111510,Cantonese,7
"Persons, Place of Usual Residence",2111510,Mandarin,13
"Persons, Place of Usual Residence",2111510,Japanese,4
"Persons, Place of Usual Residence",2111510,Not stated,38
"Persons, Place of Usual Residence",2111511,English,326
"Persons, Place of Usual Residence",2111511,French,8
"Persons, Place of Usual Residence",2111511,Greek,6
"Persons, Place of Usual Residence",2111511,Spanish,3
"Persons, Place of Usual Residence",2111511,Italian,12
"Persons, Place of Usual Residence",2111511,Persian (excluding Dari),3
"Persons, Place of Usual Residence",2111511,Tamil,5
"Persons, Place of Usual Residence",2111511,Hindi,3
"Persons, Place of Usual Residence",2111511,Nepali,8
"Persons, Place of Usual Residence",2111511,Sinhalese,3
"Persons, Place of Usual Residence",2111511,Vietnamese,16
"Persons, Place of Usual Residence",2111511,Cantonese,22
"Persons, Place of Usual Residence",2111511,Hakka,7
"Persons, Place of Usual Residence",2111511,Mandarin,6
"Persons, Place of Usual Residence",2111511,Somali,4
"Persons, Place of Usual Residence",2111511,Not stated,40
"Persons, Place of Usual Residence",2111512,English,333
"Persons, Place of Usual Residence",2111512,Dutch,5
"Persons, Place of Usual Residence",2111512,Greek,3
"Persons, Place of Usual Residence",2111512,Portuguese,3
"Persons, Place of Usual Residence",2111512,Spanish,6
"Persons, Place of Usual Residence",2111512,Italian,4
"Persons, Place of Usual Residence",2111512,Maltese,3
"Persons, Place of Usual Residence",2111512,Slovak,4
"Persons, Place of Usual Residence",2111512,Arabic,12
"Persons, Place of Usual Residence",2111512,Bengali,6
"Persons, Place of Usual Residence",2111512,Vietnamese,23
"Persons, Place of Usual Residence",2111512,Indonesian,3
"Persons, Place of Usual Residence",2111512,Cantonese,30
"Persons, Place of Usual Residence",2111512,Hakka,3
"Persons, Place of Usual Residence",2111512,Mandarin,12
"Persons, Place of Usual Residence",2111512,Oromo,4
"Persons, Place of Usual Residence",2111512,Somali,25
"Persons, Place of Usual Residence",2111512,"Non-verbal, so described",4
"Persons, Place of Usual Residence",2111512,Not stated,64
"Persons, Place of Usual Residence",2111513,English,325
"Persons, Place of Usual Residence",2111513,French,4
"Persons, Place of Usual Residence",2111513,Greek,4
"Persons, Place of Usual Residence",2111513,Spanish,6
"Persons, Place of Usual Residence",2111513,Italian,8
"Persons, Place of Usual Residence",2111513,Maltese,7
"Persons, Place of Usual Residence",2111513,Russian,4
"Persons, Place of Usual Residence",2111513,Serbian,3
"Persons, Place of Usual Residence",2111513,Arabic,3
"Persons, Place of Usual Residence",2111513,Turkish,6
"Persons, Place of Usual Residence",2111513,Vietnamese,19
"Persons, Place of Usual Residence",2111513,Indonesian,3
"Persons, Place of Usual Residence",2111513,Filipino,3
"Persons, Place of Usual Residence",2111513,Cantonese,3
"Persons, Place of Usual Residence",2111513,Mandarin,8
"Persons, Place of Usual Residence",2111513,Japanese,4
